date,sex,age,ethnicity,population
2006-01-01,female,20-24,overall,1278.2
2006-01-01,female,20-24,bumi_malay,643.1
2006-01-01,female,20-24,bumi_other,149.6
2006-01-01,female,20-24,chinese,257.6
2006-01-01,female,20-24,indian,86.5
2006-01-01,female,20-24,other_citizen,13.5
2006-01-01,female,20-24,other_noncitizen,127.9
2006-01-01,female,25-29,overall,1062.4
2006-01-01,female,25-29,bumi_malay,508.7
2006-01-01,female,25-29,bumi_other,118.2
2006-01-01,female,25-29,chinese,234.8
2006-01-01,female,25-29,indian,76.4
2006-01-01,female,25-29,other_citizen,9.8
2006-01-01,female,25-29,other_noncitizen,114.5
2006-01-01,female,30-34,overall,955.2
2006-01-01,female,30-34,bumi_malay,442.8
2006-01-01,female,30-34,bumi_other,105.0
2006-01-01,female,30-34,chinese,224.7
2006-01-01,female,30-34,indian,70.0
2006-01-01,female,30-34,other_citizen,8.1
2006-01-01,female,30-34,other_noncitizen,104.6
2006-01-01,female,35-39,overall,906.0
2006-01-01,female,35-39,bumi_malay,426.5
2006-01-01,female,35-39,bumi_other,96.9
2006-01-01,female,35-39,chinese,229.0
2006-01-01,female,35-39,indian,68.6
2006-01-01,female,35-39,other_citizen,7.9
2006-01-01,female,35-39,other_noncitizen,77.1
2006-01-01,female,40-44,overall,814.4
2006-01-01,female,40-44,bumi_malay,390.2
2006-01-01,female,40-44,bumi_other,84.9
2006-01-01,female,40-44,chinese,216.1
2006-01-01,female,40-44,indian,65.0
2006-01-01,female,40-44,other_citizen,7.1
2006-01-01,female,40-44,other_noncitizen,51.2
2006-01-01,female,45-49,overall,706.5
2006-01-01,female,45-49,bumi_malay,342.4
2006-01-01,female,45-49,bumi_other,67.5
2006-01-01,female,45-49,chinese,199.6
2006-01-01,female,45-49,indian,59.7
2006-01-01,female,45-49,other_citizen,5.7
2006-01-01,female,45-49,other_noncitizen,31.6
2006-01-01,female,50-54,overall,574.0
2006-01-01,female,50-54,bumi_malay,279.2
2006-01-01,female,50-54,bumi_other,49.1
2006-01-01,female,50-54,chinese,174.2
2006-01-01,female,50-54,indian,48.5
2006-01-01,female,50-54,other_citizen,4.2
2006-01-01,female,50-54,other_noncitizen,18.7
2006-01-01,female,55-59,overall,441.2
2006-01-01,female,55-59,bumi_malay,210.2
2006-01-01,female,55-59,bumi_other,37.1
2006-01-01,female,55-59,chinese,143.5
2006-01-01,female,55-59,indian,35.5
2006-01-01,female,55-59,other_citizen,3.0
2006-01-01,female,55-59,other_noncitizen,11.9
2006-01-01,female,60-64,overall,309.5
2006-01-01,female,60-64,bumi_malay,144.8
2006-01-01,female,60-64,bumi_other,28.5
2006-01-01,female,60-64,chinese,105.1
2006-01-01,female,60-64,indian,21.9
2006-01-01,female,60-64,other_citizen,2.1
2006-01-01,female,60-64,other_noncitizen,7.1
2006-01-01,female,65-69,overall,245.6
2006-01-01,female,65-69,bumi_malay,116.6
2006-01-01,female,65-69,bumi_other,21.9
2006-01-01,female,65-69,chinese,83.6
2006-01-01,female,65-69,indian,17.0
2006-01-01,female,65-69,other_citizen,1.5
2006-01-01,female,65-69,other_noncitizen,5.1
2006-01-01,female,70-74,overall,170.2
2006-01-01,female,70-74,bumi_malay,79.2
2006-01-01,female,70-74,bumi_other,16.1
2006-01-01,female,70-74,chinese,57.8
2006-01-01,female,70-74,indian,12.2
2006-01-01,female,70-74,other_citizen,1.0
2006-01-01,female,70-74,other_noncitizen,3.7
2006-01-01,female,75-79,overall,115.6
2006-01-01,female,75-79,bumi_malay,55.5
2006-01-01,female,75-79,bumi_other,10.2
2006-01-01,female,75-79,chinese,39.3
2006-01-01,female,75-79,indian,6.8
2006-01-01,female,75-79,other_citizen,0.8
2006-01-01,female,75-79,other_noncitizen,2.9
2006-01-01,female,80-84,overall,59.6
2006-01-01,female,80-84,bumi_malay,28.0
2006-01-01,female,80-84,bumi_other,5.1
2006-01-01,female,80-84,chinese,20.6
2006-01-01,female,80-84,indian,3.4
2006-01-01,female,80-84,other_citizen,0.4
2006-01-01,female,80-84,other_noncitizen,2.0
2006-01-01,female,85+,overall,49.8
2006-01-01,female,85+,bumi_malay,23.1
2006-01-01,female,85+,bumi_other,3.7
2006-01-01,female,85+,chinese,17.8
2006-01-01,female,85+,indian,2.6
2006-01-01,female,85+,other_citizen,0.4
2006-01-01,female,85+,other_noncitizen,2.3
2006-01-01,male,overall,overall,13627.4
2006-01-01,male,overall,bumi_malay,6685.5
2006-01-01,male,overall,bumi_other,1521.3
2006-01-01,male,overall,chinese,3184.3
2006-01-01,male,overall,indian,924.4
2006-01-01,male,overall,other_citizen,141.2
2006-01-01,male,overall,other_noncitizen,1170.7
2006-01-01,male,0-4,overall,1296.6
2006-01-01,male,0-4,bumi_malay,744.4
2006-01-01,male,0-4,bumi_other,176.9
2006-01-01,male,0-4,chinese,241.4
2006-01-01,male,0-4,indian,82.5
2006-01-01,male,0-4,other_citizen,20.6
2006-01-01,male,0-4,other_noncitizen,30.7
2006-01-01,male,5-9,overall,1398.4
2006-01-01,male,5-9,bumi_malay,787.7
2006-01-01,male,5-9,bumi_other,182.8
2006-01-01,male,5-9,chinese,274.2
2006-01-01,male,5-9,indian,91.5
2006-01-01,male,5-9,other_citizen,20.2
2006-01-01,male,5-9,other_noncitizen,42.0
2006-01-01,male,10-14,overall,1412.8
2006-01-01,male,10-14,bumi_malay,772.3
2006-01-01,male,10-14,bumi_other,183.6
2006-01-01,male,10-14,chinese,277.1
2006-01-01,male,10-14,indian,90.0
2006-01-01,male,10-14,other_citizen,18.4
2006-01-01,male,10-14,other_noncitizen,71.6
2006-01-01,male,15-19,overall,1420.3
2006-01-01,male,15-19,bumi_malay,721.8
2006-01-01,male,15-19,bumi_other,163.5
2006-01-01,male,15-19,chinese,270.9
2006-01-01,male,15-19,indian,92.4
2006-01-01,male,15-19,other_citizen,16.3
2006-01-01,male,15-19,other_noncitizen,155.2
2006-01-01,male,20-24,overall,1388.3
2006-01-01,male,20-24,bumi_malay,654.7
2006-01-01,male,20-24,bumi_other,150.3
2006-01-01,male,20-24,chinese,267.2
2006-01-01,male,20-24,indian,89.5
2006-01-01,male,20-24,other_citizen,13.6
2006-01-01,male,20-24,other_noncitizen,213.0
2006-01-01,male,25-29,overall,1163.8
2006-01-01,male,25-29,bumi_malay,518.1
2006-01-01,male,25-29,bumi_other,119.0
2006-01-01,male,25-29,chinese,250.8
2006-01-01,male,25-29,indian,78.6
2006-01-01,male,25-29,other_citizen,8.9
2006-01-01,male,25-29,other_noncitizen,188.2
2006-01-01,male,30-34,overall,1014.8
2006-01-01,male,30-34,bumi_malay,440.3
2006-01-01,male,30-34,bumi_other,103.8
2006-01-01,male,30-34,chinese,240.0
2006-01-01,male,30-34,indian,70.3
2006-01-01,male,30-34,other_citizen,6.8
2006-01-01,male,30-34,other_noncitizen,153.7
2006-01-01,male,35-39,overall,932.5
2006-01-01,male,35-39,bumi_malay,414.0
2006-01-01,male,35-39,bumi_other,98.3
2006-01-01,male,35-39,chinese,235.3
2006-01-01,male,35-39,indian,66.2
2006-01-01,male,35-39,other_citizen,6.8
2006-01-01,male,35-39,other_noncitizen,111.8
2006-01-01,male,40-44,overall,863.7
2006-01-01,male,40-44,bumi_malay,389.9
2006-01-01,male,40-44,bumi_other,89.1
2006-01-01,male,40-44,chinese,233.2
2006-01-01,male,40-44,indian,65.4
2006-01-01,male,40-44,other_citizen,6.7
2006-01-01,male,40-44,other_noncitizen,79.4
2006-01-01,male,45-49,overall,752.7
2006-01-01,male,45-49,bumi_malay,343.3
2006-01-01,male,45-49,bumi_other,73.6
2006-01-01,male,45-49,chinese,219.4
2006-01-01,male,45-49,indian,59.6
2006-01-01,male,45-49,other_citizen,6.6
2006-01-01,male,45-49,other_noncitizen,50.1
2006-01-01,male,50-54,overall,611.2
2006-01-01,male,50-54,bumi_malay,281.7
2006-01-01,male,50-54,bumi_other,56.0
2006-01-01,male,50-54,chinese,191.1
2006-01-01,male,50-54,indian,48.2
2006-01-01,male,50-54,other_citizen,5.7
2006-01-01,male,50-54,other_noncitizen,28.5
2006-01-01,male,55-59,overall,466.7
2006-01-01,male,55-59,bumi_malay,213.2
2006-01-01,male,55-59,bumi_other,39.3
2006-01-01,male,55-59,chinese,158.5
2006-01-01,male,55-59,indian,34.5
2006-01-01,male,55-59,other_citizen,3.5
2006-01-01,male,55-59,other_noncitizen,17.7
2006-01-01,male,60-64,overall,325.7
2006-01-01,male,60-64,bumi_malay,144.1
2006-01-01,male,60-64,bumi_other,30.3
2006-01-01,male,60-64,chinese,118.0
2006-01-01,male,60-64,indian,20.9
2006-01-01,male,60-64,other_citizen,2.3
2006-01-01,male,60-64,other_noncitizen,10.3
2006-01-01,male,65-69,overall,243.1
2006-01-01,male,65-69,bumi_malay,107.6
2006-01-01,male,65-69,bumi_other,21.7
2006-01-01,male,65-69,chinese,90.4
2006-01-01,male,65-69,indian,14.7
2006-01-01,male,65-69,other_citizen,1.8
2006-01-01,male,65-69,other_noncitizen,6.9
2006-01-01,male,70-74,overall,155.8
2006-01-01,male,70-74,bumi_malay,68.1
2006-01-01,male,70-74,bumi_other,15.3
2006-01-01,male,70-74,chinese,57.4
2006-01-01,male,70-74,indian,9.6
2006-01-01,male,70-74,other_citizen,1.2
2006-01-01,male,70-74,other_noncitizen,4.2
2006-01-01,male,75-79,overall,97.5
2006-01-01,male,75-79,bumi_malay,44.8
2006-01-01,male,75-79,bumi_other,9.7
2006-01-01,male,75-79,chinese,33.2
2006-01-01,male,75-79,indian,5.8
2006-01-01,male,75-79,other_citizen,0.9
2006-01-01,male,75-79,other_noncitizen,3.1
2006-01-01,male,80-84,overall,47.2
2006-01-01,male,80-84,bumi_malay,21.9
2006-01-01,male,80-84,bumi_other,5.1
2006-01-01,male,80-84,chinese,14.9
2006-01-01,male,80-84,indian,2.7
2006-01-01,male,80-84,other_citizen,0.5
2006-01-01,male,80-84,other_noncitizen,2.1
2006-01-01,male,85+,overall,36.1
2006-01-01,male,85+,bumi_malay,17.3
2006-01-01,male,85+,bumi_other,3.2
2006-01-01,male,85+,chinese,11.1
2006-01-01,male,85+,indian,1.9
2006-01-01,male,85+,other_citizen,0.4
2006-01-01,male,85+,other_noncitizen,2.1
2007-01-01,both,overall,overall,27058.4
2007-01-01,both,overall,bumi_malay,13522.0
2007-01-01,both,overall,bumi_other,3085.1
2007-01-01,both,overall,chinese,6253.6
2007-01-01,both,overall,indian,1863.3
2007-01-01,both,overall,other_citizen,279.1
2007-01-01,both,overall,other_noncitizen,2055.3
2007-01-01,both,0-4,overall,2513.5
2007-01-01,both,0-4,bumi_malay,1444.1
2007-01-01,both,0-4,bumi_other,352.4
2007-01-01,both,0-4,chinese,458.9
2007-01-01,both,0-4,indian,158.3
2007-01-01,both,0-4,other_citizen,40.9
2007-01-01,both,0-4,other_noncitizen,58.9
2007-01-01,both,5-9,overall,2697.3
2007-01-01,both,5-9,bumi_malay,1527.6
2007-01-01,both,5-9,bumi_other,361.3
2007-01-01,both,5-9,chinese,523.8
2007-01-01,both,5-9,indian,177.9
2007-01-01,both,5-9,other_citizen,37.9
2007-01-01,both,5-9,other_noncitizen,68.7
2007-01-01,both,10-14,overall,2741.2
2007-01-01,both,10-14,bumi_malay,1516.4
2007-01-01,both,10-14,bumi_other,366.4
2007-01-01,both,10-14,chinese,535.7
2007-01-01,both,10-14,indian,178.0
2007-01-01,both,10-14,other_citizen,35.2
2007-01-01,both,10-14,other_noncitizen,109.6
2007-01-01,both,15-19,overall,2801.9
2007-01-01,both,15-19,bumi_malay,1449.2
2007-01-01,both,15-19,bumi_other,339.0
2007-01-01,both,15-19,chinese,534.9
2007-01-01,both,15-19,indian,180.8
2007-01-01,both,15-19,other_citizen,32.6
2007-01-01,both,15-19,other_noncitizen,265.5
2007-01-01,both,20-24,overall,2752.8
2007-01-01,both,20-24,bumi_malay,1329.7
2007-01-01,both,20-24,bumi_other,307.4
2007-01-01,both,20-24,chinese,529.6
2007-01-01,both,20-24,indian,179.4
2007-01-01,both,20-24,other_citizen,28.0
2007-01-01,both,20-24,other_noncitizen,378.9
2007-01-01,both,25-29,overall,2349.4
2007-01-01,both,25-29,bumi_malay,1082.9
2007-01-01,both,25-29,bumi_other,250.8
2007-01-01,both,25-29,chinese,496.8
2007-01-01,both,25-29,indian,160.2
2007-01-01,both,25-29,other_citizen,19.7
2007-01-01,both,25-29,other_noncitizen,339.1
2007-01-01,both,30-34,overall,2002.6
2007-01-01,both,30-34,bumi_malay,898.7
2007-01-01,both,30-34,bumi_other,211.0
2007-01-01,both,30-34,chinese,467.5
2007-01-01,both,30-34,indian,141.3
2007-01-01,both,30-34,other_citizen,14.8
2007-01-01,both,30-34,other_noncitizen,269.5
2007-01-01,both,35-39,overall,1862.5
2007-01-01,both,35-39,bumi_malay,847.6
2007-01-01,both,35-39,bumi_other,198.6
2007-01-01,both,35-39,chinese,464.9
2007-01-01,both,35-39,indian,134.4
2007-01-01,both,35-39,other_citizen,14.2
2007-01-01,both,35-39,other_noncitizen,203.0
2007-01-01,both,40-44,overall,1709.9
2007-01-01,both,40-44,bumi_malay,796.1
2007-01-01,both,40-44,bumi_other,178.7
2007-01-01,both,40-44,chinese,453.6
2007-01-01,both,40-44,indian,131.0
2007-01-01,both,40-44,other_citizen,13.5
2007-01-01,both,40-44,other_noncitizen,137.1
2007-01-01,both,45-49,overall,1501.3
2007-01-01,both,45-49,bumi_malay,706.5
2007-01-01,both,45-49,bumi_other,148.9
2007-01-01,both,45-49,chinese,424.3
2007-01-01,both,45-49,indian,121.6
2007-01-01,both,45-49,other_citizen,12.3
2007-01-01,both,45-49,other_noncitizen,87.8
2007-01-01,both,50-54,overall,1229.2
2007-01-01,both,50-54,bumi_malay,583.3
2007-01-01,both,50-54,bumi_other,112.0
2007-01-01,both,50-54,chinese,372.7
2007-01-01,both,50-54,indian,100.2
2007-01-01,both,50-54,other_citizen,10.0
2007-01-01,both,50-54,other_noncitizen,51.0
2007-01-01,both,55-59,overall,953.8
2007-01-01,both,55-59,bumi_malay,448.9
2007-01-01,both,55-59,bumi_other,80.0
2007-01-01,both,55-59,chinese,312.5
2007-01-01,both,55-59,indian,74.5
2007-01-01,both,55-59,other_citizen,6.8
2007-01-01,both,55-59,other_noncitizen,31.2
2007-01-01,both,60-64,overall,675.0
2007-01-01,both,60-64,bumi_malay,308.7
2007-01-01,both,60-64,bumi_other,61.1
2007-01-01,both,60-64,chinese,235.1
2007-01-01,both,60-64,indian,46.5
2007-01-01,both,60-64,other_citizen,4.5
2007-01-01,both,60-64,other_noncitizen,19.1
2007-01-01,both,65-69,overall,499.5
2007-01-01,both,65-69,bumi_malay,228.5
2007-01-01,both,65-69,bumi_other,45.6
2007-01-01,both,65-69,chinese,178.1
2007-01-01,both,65-69,indian,31.6
2007-01-01,both,65-69,other_citizen,3.3
2007-01-01,both,65-69,other_noncitizen,12.5
2007-01-01,both,70-74,overall,346.8
2007-01-01,both,70-74,bumi_malay,157.2
2007-01-01,both,70-74,bumi_other,32.9
2007-01-01,both,70-74,chinese,122.9
2007-01-01,both,70-74,indian,23.0
2007-01-01,both,70-74,other_citizen,2.3
2007-01-01,both,70-74,other_noncitizen,8.4
2007-01-01,both,75-79,overall,216.6
2007-01-01,both,75-79,bumi_malay,99.9
2007-01-01,both,75-79,bumi_other,21.1
2007-01-01,both,75-79,chinese,74.5
2007-01-01,both,75-79,indian,13.3
2007-01-01,both,75-79,other_citizen,1.6
2007-01-01,both,75-79,other_noncitizen,6.1
2007-01-01,both,80-84,overall,118.0
2007-01-01,both,80-84,bumi_malay,55.8
2007-01-01,both,80-84,bumi_other,11.0
2007-01-01,both,80-84,chinese,39.2
2007-01-01,both,80-84,indian,6.6
2007-01-01,both,80-84,other_citizen,1.0
2007-01-01,both,80-84,other_noncitizen,4.3
2007-01-01,both,85+,overall,87.0
2007-01-01,both,85+,bumi_malay,40.8
2007-01-01,both,85+,bumi_other,7.3
2007-01-01,both,85+,chinese,28.8
2007-01-01,both,85+,indian,3.9
2007-01-01,both,85+,other_citizen,0.8
2007-01-01,both,85+,other_noncitizen,4.6
2007-01-01,female,overall,overall,13154.7
2007-01-01,female,overall,bumi_malay,6710.2
2007-01-01,female,overall,bumi_other,1521.9
2007-01-01,female,overall,chinese,3034.9
2007-01-01,female,overall,indian,927.9
2007-01-01,female,overall,other_citizen,137.1
2007-01-01,female,overall,other_noncitizen,822.8
2007-01-01,female,0-4,overall,1223.1
2007-01-01,female,0-4,bumi_malay,703.7
2007-01-01,female,0-4,bumi_other,171.9
2007-01-01,female,0-4,chinese,222.1
2007-01-01,female,0-4,indian,77.6
2007-01-01,female,0-4,other_citizen,19.6
2007-01-01,female,0-4,other_noncitizen,28.2
2007-01-01,female,5-9,overall,1312.6
2007-01-01,female,5-9,bumi_malay,743.0
2007-01-01,female,5-9,bumi_other,176.9
2007-01-01,female,5-9,chinese,254.5
2007-01-01,female,5-9,indian,87.4
2007-01-01,female,5-9,other_citizen,18.2
2007-01-01,female,5-9,other_noncitizen,32.6
2007-01-01,female,10-14,overall,1333.6
2007-01-01,female,10-14,bumi_malay,740.7
2007-01-01,female,10-14,bumi_other,180.5
2007-01-01,female,10-14,chinese,258.7
2007-01-01,female,10-14,indian,87.8
2007-01-01,female,10-14,other_citizen,17.0
2007-01-01,female,10-14,other_noncitizen,48.9
2007-01-01,female,15-19,overall,1363.2
2007-01-01,female,15-19,bumi_malay,715.7
2007-01-01,female,15-19,bumi_other,170.3
2007-01-01,female,15-19,chinese,261.4
2007-01-01,female,15-19,indian,88.3
2007-01-01,female,15-19,other_citizen,16.1
2007-01-01,female,15-19,other_noncitizen,111.5
2007-01-01,female,20-24,overall,1319.9
2007-01-01,female,20-24,bumi_malay,659.5
2007-01-01,female,20-24,bumi_other,154.4
2007-01-01,female,20-24,chinese,260.9
2007-01-01,female,20-24,indian,88.0
2007-01-01,female,20-24,other_citizen,13.9
2007-01-01,female,20-24,other_noncitizen,143.2
2007-01-01,female,25-29,overall,1113.9
2007-01-01,female,25-29,bumi_malay,535.2
2007-01-01,female,25-29,bumi_other,124.8
2007-01-01,female,25-29,chinese,240.7
2007-01-01,female,25-29,indian,78.8
2007-01-01,female,25-29,other_citizen,10.2
2007-01-01,female,25-29,other_noncitizen,124.2
2007-01-01,female,30-34,overall,962.7
2007-01-01,female,30-34,bumi_malay,448.2
2007-01-01,female,30-34,bumi_other,105.7
2007-01-01,female,30-34,chinese,224.9
2007-01-01,female,30-34,indian,70.0
2007-01-01,female,30-34,other_citizen,8.0
2007-01-01,female,30-34,other_noncitizen,106.0
2007-01-01,female,35-39,overall,915.7
2007-01-01,female,35-39,bumi_malay,429.9
2007-01-01,female,35-39,bumi_other,98.5
2007-01-01,female,35-39,chinese,228.5
2007-01-01,female,35-39,indian,68.3
2007-01-01,female,35-39,other_citizen,7.6
2007-01-01,female,35-39,other_noncitizen,83.0
2007-01-01,female,40-44,overall,832.6
2007-01-01,female,40-44,bumi_malay,399.4
2007-01-01,female,40-44,bumi_other,87.1
2007-01-01,female,40-44,chinese,219.2
2007-01-01,female,40-44,indian,65.7
2007-01-01,female,40-44,other_citizen,7.0
2007-01-01,female,40-44,other_noncitizen,54.3
2007-01-01,female,45-49,overall,724.9
2007-01-01,female,45-49,bumi_malay,352.1
2007-01-01,female,45-49,bumi_other,71.5
2007-01-01,female,45-49,chinese,201.2
2007-01-01,female,45-49,indian,60.6
2007-01-01,female,45-49,other_citizen,5.8
2007-01-01,female,45-49,other_noncitizen,33.8
2007-01-01,female,50-54,overall,595.8
2007-01-01,female,50-54,bumi_malay,291.4
2007-01-01,female,50-54,bumi_other,52.3
2007-01-01,female,50-54,chinese,177.4
2007-01-01,female,50-54,indian,50.3
2007-01-01,female,50-54,other_citizen,4.3
2007-01-01,female,50-54,other_noncitizen,20.1
2007-01-01,female,55-59,overall,464.1
2007-01-01,female,55-59,bumi_malay,223.2
2007-01-01,female,55-59,bumi_other,38.6
2007-01-01,female,55-59,chinese,148.8
2007-01-01,female,55-59,indian,37.8
2007-01-01,female,55-59,other_citizen,3.1
2007-01-01,female,55-59,other_noncitizen,12.7
2007-01-01,female,60-64,overall,329.8
2007-01-01,female,60-64,bumi_malay,155.1
2007-01-01,female,60-64,bumi_other,29.7
2007-01-01,female,60-64,chinese,111.0
2007-01-01,female,60-64,indian,23.9
2007-01-01,female,60-64,other_citizen,2.2
2007-01-01,female,60-64,other_noncitizen,7.9
2007-01-01,female,65-69,overall,249.5
2007-01-01,female,65-69,bumi_malay,118.2
2007-01-01,female,65-69,bumi_other,22.8
2007-01-01,female,65-69,chinese,84.9
2007-01-01,female,65-69,indian,16.8
2007-01-01,female,65-69,other_citizen,1.5
2007-01-01,female,65-69,other_noncitizen,5.3
2007-01-01,female,70-74,overall,179.8
2007-01-01,female,70-74,bumi_malay,84.3
2007-01-01,female,70-74,bumi_other,16.8
2007-01-01,female,70-74,chinese,60.9
2007-01-01,female,70-74,indian,12.8
2007-01-01,female,70-74,other_citizen,1.1
2007-01-01,female,70-74,other_noncitizen,3.8
2007-01-01,female,75-79,overall,117.4
2007-01-01,female,75-79,bumi_malay,55.5
2007-01-01,female,75-79,bumi_other,11.0
2007-01-01,female,75-79,chinese,39.9
2007-01-01,female,75-79,indian,7.3
2007-01-01,female,75-79,other_citizen,0.8
2007-01-01,female,75-79,other_noncitizen,2.9
2007-01-01,female,80-84,overall,65.8
2007-01-01,female,80-84,bumi_malay,31.6
2007-01-01,female,80-84,bumi_other,5.5
2007-01-01,female,80-84,chinese,22.5
2007-01-01,female,80-84,indian,3.6
2007-01-01,female,80-84,other_citizen,0.5
2007-01-01,female,80-84,other_noncitizen,2.1
2007-01-01,female,85+,overall,50.2
2007-01-01,female,85+,bumi_malay,23.4
2007-01-01,female,85+,bumi_other,3.9
2007-01-01,female,85+,chinese,17.6
2007-01-01,female,85+,indian,2.7
2007-01-01,female,85+,other_citizen,0.4
2007-01-01,female,85+,other_noncitizen,2.3
2007-01-01,male,overall,overall,13903.7
2007-01-01,male,overall,bumi_malay,6811.8
2007-01-01,male,overall,bumi_other,1563.2
2007-01-01,male,overall,chinese,3218.6
2007-01-01,male,overall,indian,935.4
2007-01-01,male,overall,other_citizen,142.1
2007-01-01,male,overall,other_noncitizen,1232.5
2007-01-01,male,0-4,overall,1290.4
2007-01-01,male,0-4,bumi_malay,740.4
2007-01-01,male,0-4,bumi_other,180.5
2007-01-01,male,0-4,chinese,236.8
2007-01-01,male,0-4,indian,80.7
2007-01-01,male,0-4,other_citizen,21.2
2007-01-01,male,0-4,other_noncitizen,30.7
2007-01-01,male,5-9,overall,1384.6
2007-01-01,male,5-9,bumi_malay,784.6
2007-01-01,male,5-9,bumi_other,184.4
2007-01-01,male,5-9,chinese,269.3
2007-01-01,male,5-9,indian,90.5
2007-01-01,male,5-9,other_citizen,19.7
2007-01-01,male,5-9,other_noncitizen,36.1
2007-01-01,male,10-14,overall,1407.6
2007-01-01,male,10-14,bumi_malay,775.7
2007-01-01,male,10-14,bumi_other,185.8
2007-01-01,male,10-14,chinese,277.0
2007-01-01,male,10-14,indian,90.2
2007-01-01,male,10-14,other_citizen,18.2
2007-01-01,male,10-14,other_noncitizen,60.7
2007-01-01,male,15-19,overall,1438.7
2007-01-01,male,15-19,bumi_malay,733.5
2007-01-01,male,15-19,bumi_other,168.7
2007-01-01,male,15-19,chinese,273.5
2007-01-01,male,15-19,indian,92.5
2007-01-01,male,15-19,other_citizen,16.5
2007-01-01,male,15-19,other_noncitizen,154.0
2007-01-01,male,20-24,overall,1432.9
